ZIP_CODE,pop_density_meters,population,population_error,land_area_sq_meter,land_area_error,ZCTA
30904,14.304960541149944,25377.0,1802.0,1774.0,304.0,30904
30905,981.625,7853.0,536.0,8.0,12.0,30905
30906,68.4647577092511,62166.0,2674.0,908.0,235.0,30906
30907,1082.3636363636363,47624.0,2262.0,44.0,45.0,30907
30909,77.39646017699116,43729.0,2200.0,565.0,204.0,30909
30912,,0.0,14.0,0.0,14.0,30912
31001,107.475,4299.0,338.0,40.0,33.0,31001
31002,53.18518518518518,2872.0,441.0,54.0,45.0,31002
31003,0.0,113.0,72.0,0.0,14.0,31003
31004,,0.0,14.0,0.0,14.0,31004
31005,0.0,21558.0,2435.0,0.0,27.0,31005
31006,72.68852459016394,4434.0,419.0,61.0,37.0,31006
31007,43.45,869.0,174.0,20.0,16.0,31007
31008,658.84375,21083.0,1391.0,32.0,35.0,31008
31009,32.0,1504.0,426.0,47.0,34.0,31009
31011,50.38461538461539,655.0,252.0,13.0,16.0,31011
31012,92.08333333333333,2210.0,231.0,24.0,17.0,31012
31014,51.723320158102766,13086.0,695.0,253.0,148.0,31014
31015,76.81048387096774,19049.0,376.0,248.0,112.0,31015
31016,54.75675675675676,2026.0,483.0,37.0,30.0,31016
31017,99.26666666666667,1489.0,318.0,15.0,16.0,31017
31018,104.33333333333333,2817.0,354.0,27.0,24.0,31018
31019,108.70370370370371,2935.0,547.0,27.0,29.0,31019
31020,560.0,1680.0,496.0,3.0,6.0,31020
31021,117.61471861471861,27169.0,923.0,231.0,106.0,31021
31022,41.23913043478261,1897.0,429.0,46.0,59.0,31022
31023,48.4983164983165,14404.0,491.0,297.0,124.0,31023
31024,423.3,21165.0,357.0,50.0,55.0,31024
31025,0.0,1281.0,296.0,0.0,14.0,31025
31027,65.0,11115.0,912.0,171.0,131.0,31027
31028,0.0,6496.0,775.0,0.0,20.0,31028
31029,134.5859375,17227.0,1120.0,128.0,100.0,31029
31030,86.64734299516908,17936.0,857.0,207.0,97.0,31030
31031,92.45205479452055,6749.0,809.0,73.0,37.0,31031
31032,147.73737373737373,14626.0,975.0,99.0,73.0,31032
31033,166.06666666666666,2491.0,770.0,15.0,23.0,31033
31034,0.0,100.0,104.0,0.0,14.0,31034
31035,118.88888888888889,1070.0,296.0,9.0,10.0,31035
31036,63.47904191616767,10601.0,535.0,167.0,110.0,31036
31037,98.08333333333333,3531.0,542.0,36.0,32.0,31037
31038,0.0,851.0,292.0,0.0,14.0,31038
31039,,0.0,14.0,0.0,14.0,31039
31041,0.0,841.0,255.0,0.0,14.0,31041
31042,23.183333333333334,1391.0,219.0,60.0,49.0,31042
31044,45.32203389830509,2674.0,461.0,59.0,31.0,31044
31045,0.0,34.0,44.0,0.0,14.0,31045
31046,0.0,3750.0,875.0,0.0,14.0,31046
31047,232.1772151898734,18342.0,1751.0,79.0,81.0,31047
31049,126.15384615384616,1640.0,376.0,13.0,21.0,31049
31050,0.0,1003.0,482.0,0.0,14.0,31050
31051,0.0,115.0,88.0,0.0,14.0,31051
31052,1120.125,8961.0,790.0,8.0,12.0,31052
31054,45.06896551724138,1307.0,320.0,29.0,23.0,31054
31055,90.76388888888889,6535.0,543.0,72.0,68.0,31055
31057,43.68571428571428,1529.0,275.0,35.0,27.0,31057
31058,70.53846153846153,1834.0,383.0,26.0,39.0,31058
31060,13.559055118110237,1722.0,505.0,127.0,57.0,31060
31061,64.98746081504702,41462.0,813.0,638.0,191.0,31061
31062,0.0,45.0,49.0,0.0,14.0,31062
31063,407.6363636363636,4484.0,383.0,11.0,19.0,31063
31064,235.65853658536585,9662.0,657.0,41.0,34.0,31064
31065,71.42105263157895,1357.0,465.0,19.0,19.0,31065
31066,136.0,1224.0,472.0,9.0,16.0,31066
31067,137.5,275.0,119.0,2.0,4.0,31067
31068,91.42307692307692,4754.0,415.0,52.0,49.0,31068
31069,100.76363636363637,22168.0,1654.0,220.0,123.0,31069
31070,14.229508196721312,868.0,281.0,61.0,65.0,31070
31071,24.42,1221.0,260.0,50.0,39.0,31071
31072,40.13333333333333,1204.0,239.0,30.0,29.0,31072
31075,49.50909090909091,2723.0,658.0,55.0,52.0,31075
31076,36.46666666666667,2735.0,382.0,75.0,48.0,31076
31077,14.569230769230769,947.0,349.0,65.0,48.0,31077
31078,99.8,2994.0,475.0,30.0,27.0,31078
31079,69.71794871794872,2719.0,395.0,39.0,28.0,31079
31081,0.0,39.0,47.0,0.0,14.0,31081
31082,40.84189723320158,10333.0,649.0,253.0,129.0,31082
31083,264.0,264.0,130.0,1.0,2.0,31083
31084,0.0,0.0,14.0,15.0,22.0,31084
31085,253.4,1267.0,403.0,5.0,8.0,31085
31087,63.36231884057971,8744.0,230.0,138.0,96.0,31087
31088,235.07258064516128,58298.0,2664.0,248.0,122.0,31088
31089,27.724137931034484,4020.0,423.0,145.0,80.0,31089
31090,14.297619047619047,1201.0,235.0,84.0,52.0,31090
31091,630.5714285714286,4414.0,435.0,7.0,11.0,31091
31092,59.963855421686745,4977.0,451.0,83.0,88.0,31092
31093,46.738574040219376,25566.0,1736.0,547.0,164.0,31093
31094,64.06666666666666,961.0,285.0,15.0,17.0,31094
31096,75.3265306122449,7382.0,438.0,98.0,72.0,31096
31097,318.0,1272.0,421.0,4.0,5.0,31097
31098,203.8125,3261.0,604.0,16.0,20.0,31098
31201,49.28947368421053,7492.0,687.0,152.0,85.0,31201
31204,21.843707713125845,32285.0,2199.0,1478.0,314.0,31204
31206,25.919,25919.0,1748.0,1000.0,208.0,31206
31207,0.0,1645.0,262.0,0.0,14.0,31207
31210,190.4742857142857,33333.0,2122.0,175.0,105.0,31210
31211,37.066326530612244,14530.0,1389.0,392.0,195.0,31211
31213,,0.0,14.0,0.0,14.0,31213
31216,186.84782608695653,17190.0,1260.0,92.0,82.0,31216
31217,27.811165845648603,16937.0,1542.0,609.0,192.0,31217
31220,583.3928571428571,16335.0,1451.0,28.0,31.0,31220
31301,199.8095238095238,4196.0,665.0,21.0,29.0,31301
31302,107.94871794871794,8420.0,813.0,78.0,77.0,31302
31303,0.0,2009.0,498.0,0.0,14.0,31303
31305,137.43243243243242,5085.0,642.0,37.0,41.0,31305
31307,74.57142857142857,1566.0,619.0,21.0,35.0,31307
31308,60.638297872340424,8550.0,1050.0,141.0,95.0,31308
31309,0.0,640.0,261.0,0.0,14.0,31309
31312,591.0975609756098,24235.0,1540.0,41.0,52.0,31312
31313,556.328947368421,42281.0,1084.0,76.0,55.0,31313
31314,0.0,1855.0,96.0,0.0,14.0,31314
31315,290.18518518518516,7835.0,657.0,27.0,29.0,31315
31316,157.11111111111111,12726.0,674.0,81.0,80.0,31316
31318,26.529411764705884,451.0,289.0,17.0,29.0,31318
31320,575.0,9775.0,841.0,17.0,19.0,31320
31321,71.00925925925925,7669.0,935.0,108.0,64.0,31321
31322,669.8780487804878,27465.0,539.0,41.0,69.0,31322
31323,123.16666666666667,1478.0,329.0,12.0,8.0,31323
31324,114.87837837837837,34004.0,912.0,296.0,158.0,31324
31326,377.8688524590164,23050.0,1179.0,61.0,68.0,31326
31327,1.0,26.0,43.0,26.0,40.0,31327
31328,31.485981308411215,3369.0,106.0,107.0,67.0,31328
31329,105.625,9295.0,1001.0,88.0,74.0,31329
31331,69.46511627906976,5974.0,627.0,86.0,59.0,31331
31333,0.0,154.0,108.0,0.0,14.0,31333
31401,34.263422818791945,20421.0,1134.0,596.0,155.0,31401
31404,14.18673647469459,32516.0,1561.0,2292.0,319.0,31404
31405,24.386950904392766,37751.0,2081.0,1548.0,332.0,31405
31406,153.55855855855856,34090.0,1756.0,222.0,87.0,31406
31407,645.8787878787879,21314.0,1554.0,33.0,28.0,31407
31408,18.856907894736842,11465.0,481.0,608.0,355.0,31408
31409,0.0,630.0,95.0,0.0,14.0,31409
31410,133.01123595505618,23676.0,1375.0,178.0,85.0,31410
31411,0.0,9387.0,716.0,0.0,20.0,31411
31415,21.692307692307693,12126.0,1260.0,559.0,143.0,31415
31419,307.2645502645503,58073.0,2594.0,189.0,98.0,31419
31421,0.0,22.0,32.0,0.0,14.0,31421
31501,34.08706467661692,13703.0,969.0,402.0,119.0,31501
31503,55.43069306930693,22394.0,1314.0,404.0,162.0,31503
31510,37.65702479338843,9113.0,452.0,242.0,109.0,31510
31512,1106.0,2212.0,744.0,2.0,3.0,31512
31513,29.517625231910944,15910.0,508.0,539.0,195.0,31513
31516,53.43103448275862,15495.0,638.0,290.0,162.0,31516
31518,67.5,810.0,340.0,12.0,12.0,31518
31519,111.61290322580645,3460.0,612.0,31.0,25.0,31519
31520,20.905164319248826,22264.0,1258.0,1065.0,313.0,31520
31522,38.10698689956332,17453.0,982.0,458.0,142.0,31522
31523,315.4,14193.0,1165.0,45.0,49.0,31523
31524,,0.0,14.0,0.0,14.0,31524
31525,183.22981366459626,29500.0,1374.0,161.0,124.0,31525
31527,0.0,946.0,425.0,0.0,14.0,31527
31532,45.76923076923077,595.0,309.0,13.0,15.0,31532
31533,82.7621359223301,17049.0,1155.0,206.0,128.0,31533
31535,262.3829787234043,12332.0,1311.0,47.0,47.0,31535
31537,191.60377358490567,10155.0,453.0,53.0,43.0,31537
31539,285.82,14291.0,389.0,50.0,41.0,31539
31542,415.14285714285717,2906.0,826.0,7.0,11.0,31542
31543,498.1111111111111,4483.0,978.0,9.0,16.0,31543
31544,16.92,423.0,166.0,25.0,26.0,31544
31545,57.729007633587784,15125.0,953.0,262.0,149.0,31545
31546,73.75213675213675,8629.0,759.0,117.0,104.0,31546
31547,0.0,1524.0,95.0,0.0,14.0,31547
31548,560.5,23541.0,591.0,42.0,84.0,31548
31549,102.6875,1643.0,381.0,16.0,15.0,31549
31550,51.0,816.0,365.0,16.0,31.0,31550
31551,23.951219512195124,982.0,377.0,41.0,52.0,31551
31552,0.0,991.0,402.0,0.0,14.0,31552
31553,65.63888888888889,4726.0,689.0,72.0,77.0,31553
31554,183.28571428571428,7698.0,515.0,42.0,26.0,31554
31555,74.81818181818181,3292.0,647.0,44.0,38.0,31555
31556,0.0,70.0,65.0,0.0,14.0,31556
31557,123.26666666666667,3698.0,558.0,30.0,21.0,31557
31558,528.0714285714286,22179.0,496.0,42.0,56.0,31558
31560,68.02564102564102,2653.0,531.0,39.0,26.0,31560
31561,0.0,210.0,105.0,0.0,14.0,31561
31562,80.03225806451613,2481.0,440.0,31.0,33.0,31562
31563,67.76190476190476,1423.0,353.0,21.0,18.0,31563
31564,,0.0,14.0,0.0,14.0,31564
31565,71.93548387096774,2230.0,492.0,31.0,35.0,31565
31566,0.0,3957.0,793.0,0.0,14.0,31566
31567,0.0,1164.0,445.0,0.0,14.0,31567
31568,30.071428571428573,421.0,180.0,14.0,21.0,31568
31569,108.72340425531915,5110.0,494.0,47.0,48.0,31569
31599,,0.0,14.0,0.0,14.0,31599
31601,43.15163934426229,31587.0,1750.0,732.0,212.0,31601
31602,124.63321799307958,36019.0,1619.0,289.0,132.0,31602
31605,746.34375,23883.0,1372.0,32.0,27.0,31605
31606,146.08,3652.0,538.0,25.0,24.0,31606
31620,79.25874125874125,11334.0,528.0,143.0,90.0,31620
31622,128.92857142857142,1805.0,328.0,14.0,16.0,31622
31623,0.0,488.0,119.0,0.0,14.0,31623
31624,34.297872340425535,1612.0,317.0,47.0,54.0,31624
31625,29.833333333333332,895.0,330.0,30.0,37.0,31625
31626,88.30555555555556,3179.0,384.0,36.0,28.0,31626
31627,131.5,263.0,127.0,2.0,3.0,31627
31629,19.864406779661017,1172.0,462.0,59.0,52.0,31629
31630,88.4,442.0,226.0,5.0,8.0,31630
31631,12.363636363636363,544.0,174.0,44.0,34.0,31631
31632,306.3958333333333,14707.0,1517.0,48.0,52.0,31632
31634,23.896860986547086,5329.0,308.0,223.0,99.0,31634
31635,151.625,7278.0,454.0,48.0,53.0,31635
31636,245.14285714285714,10296.0,958.0,42.0,36.0,31636
31637,96.87096774193549,3003.0,523.0,31.0,20.0,31637
31638,8.231884057971014,1136.0,462.0,138.0,79.0,31638
31639,162.95238095238096,10266.0,655.0,63.0,46.0,31639
31641,0.0,1727.0,418.0,0.0,14.0,31641
31642,25.767441860465116,4432.0,432.0,172.0,110.0,31642
31643,63.688311688311686,9808.0,667.0,154.0,90.0,31643
31645,0.0,4765.0,688.0,0.0,14.0,31645
31647,181.66666666666666,3270.0,447.0,18.0,16.0,31647
31648,0.0,808.0,274.0,0.0,14.0,31648
31649,28.387096774193548,880.0,294.0,31.0,32.0,31649
31650,134.76,3369.0,740.0,25.0,28.0,31650
31698,0.0,821.0,282.0,0.0,14.0,31698
31699,0.0,685.0,40.0,0.0,14.0,31699
31701,20.080722891566264,16667.0,991.0,830.0,213.0,31701
31704,0.0,159.0,80.0,0.0,14.0,31704
31705,53.80357142857143,30130.0,1224.0,560.0,183.0,31705
31707,34.08276797829036,25119.0,1566.0,737.0,199.0,31707
31709,44.43783783783784,16442.0,894.0,370.0,152.0,31709
31711,0.0,822.0,180.0,0.0,14.0,31711
31712,73.33333333333333,1320.0,511.0,18.0,15.0,31712
31714,26.896995708154506,6267.0,385.0,233.0,117.0,31714
31716,147.89473684210526,2810.0,391.0,19.0,41.0,31716
31719,70.90178571428571,7941.0,817.0,112.0,84.0,31719
31720,57.833333333333336,347.0,112.0,6.0,8.0,31720
31721,1496.3846153846155,19453.0,1525.0,13.0,12.0,31721
31722,48.266666666666666,724.0,285.0,15.0,16.0,31722
31727,,0.0,14.0,0.0,14.0,31727
31730,21.467866323907455,8351.0,556.0,389.0,165.0,31730
31733,148.77777777777777,1339.0,453.0,9.0,14.0,31733
31735,6.716049382716049,544.0,210.0,81.0,71.0,31735
31738,68.48780487804878,2808.0,505.0,41.0,30.0,31738
31743,0.0,488.0,299.0,0.0,14.0,31743
31744,45.166666666666664,2981.0,527.0,66.0,44.0,31744
31747,58.0,232.0,118.0,4.0,8.0,31747
31749,81.06451612903226,2513.0,439.0,31.0,23.0,31749
31750,85.10426540284361,17957.0,570.0,211.0,115.0,31750
31753,0.0,54.0,73.0,0.0,14.0,31753
31756,0.0,1460.0,556.0,0.0,14.0,31756
31757,399.2068965517241,11577.0,964.0,29.0,45.0,31757
31763,323.1954022988506,28118.0,1026.0,87.0,65.0,31763
31764,52.90909090909091,1746.0,539.0,33.0,35.0,31764
31765,46.160714285714285,2585.0,456.0,56.0,40.0,31765
31768,28.704851752021565,21299.0,1165.0,742.0,244.0,31768
31771,65.0,6890.0,999.0,106.0,89.0,31771
31772,0.0,482.0,205.0,0.0,14.0,31772
31773,122.97058823529412,4181.0,767.0,34.0,48.0,31773
31774,48.425196850393704,6150.0,506.0,127.0,88.0,31774
31775,47.17391304347826,3255.0,620.0,69.0,83.0,31775
31778,70.35135135135135,2603.0,358.0,37.0,24.0,31778
31779,48.609137055837564,9576.0,656.0,197.0,113.0,31779
31780,16.267241379310345,1887.0,623.0,116.0,126.0,31780
31781,183.3846153846154,2384.0,540.0,13.0,12.0,31781
31783,30.666666666666668,1564.0,564.0,51.0,51.0,31783
31784,174.8,874.0,363.0,5.0,6.0,31784
31787,94.6923076923077,1231.0,372.0,13.0,16.0,31787
31788,0.0,10598.0,1101.0,0.0,23.0,31788
31789,640.5,1281.0,358.0,2.0,3.0,31789
31790,31.716216216216218,2347.0,363.0,74.0,59.0,31790
31791,46.25514403292181,11240.0,688.0,243.0,102.0,31791
31792,39.07130730050934,23013.0,773.0,589.0,190.0,31792
31793,151.1290322580645,9370.0,914.0,62.0,52.0,31793
31794,28.412844036697248,27873.0,1041.0,981.0,294.0,31794
31795,55.3125,1770.0,395.0,32.0,31.0,31795
31796,28.054054054054053,1038.0,305.0,37.0,41.0,31796
31798,0.0,1432.0,599.0,0.0,14.0,31798
31801,726.75,2907.0,504.0,4.0,6.0,31801
31803,176.8846153846154,4599.0,460.0,26.0,33.0,31803
31804,188.2058823529412,6399.0,766.0,34.0,40.0,31804
31805,0.0,1961.0,244.0,0.0,14.0,31805
31806,620.7142857142857,4345.0,169.0,7.0,7.0,31806
31807,0.0,2368.0,475.0,0.0,14.0,31807
31808,0.0,8573.0,830.0,0.0,20.0,31808
31810,0.0,177.0,70.0,0.0,14.0,31810
31811,120.38,6019.0,725.0,50.0,41.0,31811
31812,576.0,576.0,192.0,1.0,2.0,31812
31814,,0.0,14.0,0.0,14.0,31814
31815,0.0,3064.0,371.0,0.0,14.0,31815
31816,60.694117647058825,5159.0,381.0,85.0,58.0,31816
31820,722.4444444444445,13004.0,1184.0,18.0,25.0,31820
31821,20.0,60.0,34.0,3.0,6.0,31821
31822,29.446236559139784,5477.0,781.0,186.0,161.0,31822
31823,0.0,562.0,285.0,0.0,14.0,31823
31824,20.55,1233.0,231.0,60.0,70.0,31824
31825,39.26470588235294,2670.0,382.0,68.0,65.0,31825
31826,0.0,2098.0,480.0,0.0,14.0,31826
31827,108.77777777777777,1958.0,247.0,18.0,15.0,31827
31829,76.27272727272727,1678.0,594.0,22.0,32.0,31829
31830,42.870370370370374,2315.0,466.0,54.0,64.0,31830
31831,355.3,3553.0,611.0,10.0,13.0,31831
31832,0.0,130.0,74.0,0.0,14.0,31832
31833,32.48780487804878,6660.0,748.0,205.0,115.0,31833
31836,37.0,814.0,229.0,22.0,22.0,31836
31901,8.252136752136753,5793.0,650.0,702.0,182.0,31901
31903,31.58513931888545,20404.0,1686.0,646.0,185.0,31903
31904,24.819826338639654,34301.0,2101.0,1382.0,362.0,31904
31905,121.62222222222222,16419.0,1094.0,135.0,57.0,31905
31906,15.790007806401249,20227.0,1551.0,1281.0,209.0,31906
31907,101.70212765957447,62140.0,2523.0,611.0,190.0,31907
31909,106.96756756756757,39578.0,1955.0,370.0,182.0,31909
32003,931.5625,29810.0,1811.0,32.0,36.0,32003
32008,147.3953488372093,6338.0,1254.0,43.0,32.0,32008
32009,179.1,3582.0,588.0,20.0,38.0,32009
32011,258.7241379310345,15006.0,1077.0,58.0,44.0,32011
32013,0.0,117.0,151.0,0.0,15.0,32013
32024,3359.1666666666665,20155.0,1296.0,6.0,10.0,32024
32025,71.58333333333333,23193.0,1157.0,324.0,137.0,32025
32026,0.0,2269.0,226.0,0.0,15.0,32026
32033,470.4,4704.0,910.0,10.0,17.0,32033
32034,87.77631578947368,40026.0,1862.0,456.0,153.0,32034
32038,408.32,10208.0,932.0,25.0,30.0,32038
32040,102.9375,8235.0,1262.0,80.0,71.0,32040
32043,67.45744680851064,31705.0,2005.0,470.0,229.0,32043
32044,135.06666666666666,2026.0,798.0,15.0,17.0,32044
32046,134.65853658536585,11042.0,1492.0,82.0,57.0,32046
32052,120.19402985074628,8053.0,495.0,67.0,38.0,32052
32053,0.0,3706.0,534.0,0.0,15.0,32053
32054,221.01754385964912,12598.0,397.0,57.0,50.0,32054
32055,40.64070351758794,16175.0,1129.0,398.0,174.0,32055
32058,118.12820512820512,4607.0,684.0,39.0,39.0,32058
32059,203.15384615384616,2641.0,498.0,13.0,18.0,32059
32060,77.07191780821918,22505.0,1176.0,292.0,192.0,32060
32061,0.0,59.0,68.0,0.0,15.0,32061
32062,0.0,1783.0,611.0,0.0,15.0,32062
32063,242.1864406779661,14289.0,1029.0,59.0,76.0,32063
32064,43.91379310344828,7641.0,270.0,174.0,148.0,32064
32065,785.0,40035.0,2939.0,51.0,76.0,32065
32066,167.6829268292683,6875.0,472.0,41.0,32.0,32066
32068,1043.1272727272728,57372.0,2704.0,55.0,77.0,32068
32071,459.85714285714283,3219.0,590.0,7.0,11.0,32071
32072,0.0,37.0,45.0,0.0,15.0,32072
32073,200.64285714285714,42135.0,2162.0,210.0,159.0,32073
32079,20.904761904761905,439.0,111.0,21.0,20.0,32079
32080,129.85889570552146,21167.0,1063.0,163.0,94.0,32080
32081,0.0,24368.0,2448.0,0.0,28.0,32081
32082,1688.0588235294117,28697.0,1819.0,17.0,15.0,32082
32083,598.0,2392.0,389.0,4.0,6.0,32083
32084,105.64035087719299,36129.0,2086.0,342.0,113.0,32084
32086,805.1666666666666,33817.0,2478.0,42.0,45.0,32086
32087,0.0,5240.0,742.0,0.0,21.0,32087
32091,41.103194103194106,16729.0,769.0,407.0,131.0,32091
32092,1803.92,45098.0,2407.0,25.0,39.0,32092
32094,47.063291139240505,3718.0,830.0,79.0,78.0,32094
32095,0.0,16419.0,1510.0,0.0,23.0,32095
32096,92.74193548387096,2875.0,817.0,31.0,26.0,32096
32097,0.0,21778.0,1280.0,0.0,28.0,32097
32102,29.653333333333332,2224.0,500.0,75.0,83.0,32102
32110,523.5555555555555,9424.0,721.0,18.0,28.0,32110
32112,50.0125,8002.0,918.0,160.0,87.0,32112
32113,192.35714285714286,5386.0,871.0,28.0,32.0,32113
32114,73.36701030927836,35583.0,1588.0,485.0,180.0,32114
32117,44.96217851739788,29720.0,1869.0,661.0,196.0,32117
32118,15.558319039451115,18141.0,1357.0,1166.0,229.0,32118
32119,1146.75,22935.0,822.0,20.0,22.0,32119
32124,0.0,7992.0,671.0,0.0,21.0,32124
32127,115.32231404958678,27908.0,1097.0,242.0,116.0,32127
32128,0.0,21829.0,1565.0,0.0,28.0,32128
32129,362.2,23543.0,1513.0,65.0,54.0,32129
32130,106.9423076923077,5561.0,1043.0,52.0,66.0,32130
32131,69.53968253968254,4381.0,604.0,63.0,45.0,32131
32132,53.413333333333334,8012.0,652.0,150.0,89.0,32132
32133,0.0,732.0,402.0,0.0,15.0,32133
32134,56.608,7076.0,957.0,125.0,107.0,32134
32136,1391.5,8349.0,422.0,6.0,10.0,32136
32137,1515.1612903225807,46970.0,1423.0,31.0,50.0,32137
32139,34.391304347826086,791.0,398.0,23.0,38.0,32139
32140,0.0,1727.0,407.0,0.0,15.0,32140
32141,2335.375,18683.0,1367.0,8.0,13.0,32141
32145,111.06,5553.0,1061.0,50.0,62.0,32145
32147,0.0,1427.0,588.0,0.0,15.0,32147
32148,642.5294117647059,10923.0,1000.0,17.0,24.0,32148
32157,0.0,876.0,377.0,0.0,15.0,32157
32159,590.4117647058823,30111.0,1120.0,51.0,62.0,32159
32162,1388.2105263157894,52752.0,2126.0,38.0,51.0,32162
32163,0.0,27953.0,1353.0,0.0,28.0,32163
32164,0.0,50721.0,1358.0,0.0,35.0,32164
32168,76.1367088607595,30074.0,1329.0,395.0,139.0,32168
32169,192.27777777777777,10383.0,802.0,54.0,39.0,32169
32174,332.1019108280255,52140.0,1662.0,157.0,104.0,32174
32176,62.25112107623318,13882.0,1129.0,223.0,97.0,32176
32177,89.421768707483,26290.0,1290.0,294.0,119.0,32177
32179,284.1,8523.0,1224.0,30.0,32.0,32179
32180,131.57894736842104,5000.0,1156.0,38.0,36.0,32180
32181,186.05882352941177,3163.0,735.0,17.0,13.0,32181
32182,0.0,30.0,47.0,0.0,15.0,32182
32187,0.0,1221.0,429.0,0.0,15.0,32187
32189,0.0,5108.0,851.0,0.0,21.0,32189
32190,0.0,1774.0,784.0,0.0,15.0,32190
32192,,0.0,15.0,0.0,15.0,32192
32193,140.25,1122.0,396.0,8.0,10.0,32193
32195,212.2,3183.0,787.0,15.0,27.0,32195
32202,24.033834586466167,6393.0,607.0,266.0,161.0,32202
32203,,0.0,15.0,0.0,15.0,32203
32204,19.504716981132077,8270.0,1117.0,424.0,190.0,32204
32205,10.590270640630353,30913.0,1778.0,2919.0,440.0,32205
32206,17.063157894736843,16210.0,1430.0,950.0,200.0,32206
32207,13.91194968553459,35392.0,2405.0,2544.0,354.0,32207
32208,14.28415300546448,31368.0,1882.0,2196.0,400.0,32208
32209,26.094066570188133,36062.0,2420.0,1382.0,324.0,32209
32210,36.29529475392104,67110.0,2825.0,1849.0,275.0,32210
32211,121.56949152542373,35863.0,2256.0,295.0,101.0,32211
32212,156.0,1872.0,182.0,12.0,19.0,32212
32214,,0.0,15.0,0.0,15.0,32214
32216,121.69139465875371,41010.0,2372.0,337.0,134.0,32216
32217,185.4954128440367,20219.0,1451.0,109.0,79.0,32217
32218,243.80212014134275,68996.0,3916.0,283.0,120.0,32218
32219,1768.125,14145.0,1991.0,8.0,48.0,32219
32220,119.58415841584159,12078.0,1711.0,101.0,87.0,32220
32221,124.3780487804878,30597.0,1904.0,246.0,208.0,32221
32222,455.9189189189189,16869.0,2149.0,37.0,56.0,32222
32223,624.4878048780488,25604.0,1642.0,41.0,38.0,32223
32224,310.5111111111111,41919.0,1870.0,135.0,123.0,32224
32225,227.19747899159663,54073.0,2677.0,238.0,126.0,32225
32226,115.1951219512195,18892.0,2061.0,164.0,162.0,32226
32227,50.68115942028985,3497.0,580.0,69.0,54.0,32227
32228,0.0,224.0,126.0,0.0,15.0,32228
32233,183.51908396946564,24041.0,1302.0,131.0,82.0,32233
32234,72.43333333333334,8692.0,1238.0,120.0,86.0,32234
32244,233.09252669039145,65499.0,3157.0,281.0,174.0,32244
32246,106.50453720508168,58684.0,3653.0,551.0,167.0,32246
32250,69.80243902439024,28619.0,827.0,410.0,214.0,32250
32254,10.504029304029304,14338.0,1506.0,1365.0,258.0,32254
32256,1324.051282051282,51638.0,2513.0,39.0,58.0,32256
32257,141.37458193979933,42271.0,1655.0,299.0,374.0,32257
32258,0.0,41595.0,3640.0,0.0,31.0,32258
32259,3167.5238095238096,66518.0,3540.0,21.0,28.0,32259
32266,47.485915492957744,6743.0,400.0,142.0,108.0,32266
32277,206.3905325443787,34880.0,1996.0,169.0,123.0,32277
32301,46.883495145631066,33803.0,1875.0,721.0,188.0,32301
32303,47.04815864022663,49824.0,2192.0,1059.0,253.0,32303
32304,67.54937413073714,48568.0,2103.0,719.0,232.0,32304
32305,196.74757281553397,20265.0,1788.0,103.0,80.0,32305
32306,0.0,1547.0,325.0,0.0,15.0,32306
32307,0.0,1713.0,603.0,0.0,15.0,32307
32308,98.40425531914893,23125.0,1318.0,235.0,93.0,32308
32309,0.0,33675.0,1870.0,0.0,31.0,32309
32310,84.74705882352941,14407.0,1417.0,170.0,77.0,32310
32311,1362.8,20442.0,1371.0,15.0,17.0,32311
32312,2687.0,32244.0,1532.0,12.0,14.0,32312
32313,,0.0,15.0,0.0,15.0,32313
32317,806.3888888888889,14515.0,1162.0,18.0,19.0,32317
32320,28.73643410852713,3707.0,490.0,129.0,60.0,32320
32321,260.6521739130435,5995.0,286.0,23.0,16.0,32321
32322,73.32758620689656,4253.0,404.0,58.0,50.0,32322
32323,0.4581497797356828,104.0,86.0,227.0,98.0,32323
32324,34.83216783216783,4981.0,558.0,143.0,92.0,32324
32327,1880.625,30090.0,529.0,16.0,27.0,32327
32328,49.54666666666667,3716.0,464.0,75.0,53.0,32328
32330,12.015873015873016,757.0,322.0,63.0,52.0,32330
32331,27.134831460674157,4830.0,702.0,178.0,107.0,32331
32332,109.7,1097.0,412.0,10.0,16.0,32332
32333,45.478599221789885,11688.0,807.0,257.0,112.0,32333
32334,179.0,1611.0,279.0,9.0,17.0,32334
32336,65.23809523809524,1370.0,365.0,21.0,31.0,32336
32337,0.0,81.0,122.0,0.0,15.0,32337
32340,35.46180555555556,10213.0,659.0,288.0,136.0,32340
32343,0.0,3517.0,246.0,0.0,15.0,32343
32344,36.17302052785924,12335.0,449.0,341.0,124.0,32344
32346,105.72727272727273,2326.0,500.0,22.0,28.0,32346
32347,128.21818181818182,7052.0,791.0,55.0,47.0,32347
32348,328.8974358974359,12827.0,747.0,39.0,69.0,32348
32350,62.52,1563.0,419.0,25.0,31.0,32350
32351,50.4969512195122,16563.0,881.0,328.0,202.0,32351
32352,24.25943396226415,5143.0,884.0,212.0,157.0,32352
32355,29.1,291.0,152.0,10.0,13.0,32355
32356,0.0,79.0,103.0,0.0,15.0,32356
32358,16.9,1521.0,374.0,90.0,80.0,32358
32359,6.3734177215189876,1007.0,333.0,158.0,125.0,32359
32360,0.0,98.0,72.0,0.0,15.0,32360
32361,0.0,297.0,151.0,0.0,15.0,32361
